Item_ID	Sentence	PP1	PP1Length	PP2	PP2Length	PNP1cat	PNP2cat	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
156149:12	they're actually coming out with the first prototypes in california.	with the first prototypes	4	in california	2	fullnp	fullnp	1516	 "MALE"	 1964	 "WESTERN"	 2	 "CASH"	65	96	A	4150	358	"FAMILY LIFE"	1	1	1
156211:20	i guess 0 the latest figures are up to fifty percent at the poles	up to fifty percent	4	at the poles	3			1516	 "MALE"	 1964	 "WESTERN"	 2	 "CASH"	87	135	A	4150	358	"FAMILY LIFE"	1	1	1
156280:8	and there's not that much in terms of, of public transportation down there.	in terms of, of public transportation	6	down there	2	fullnp	fullnp	1572	 "MALE"	 1961	 "NORTHERN"	 2	 "CASH"	8	20	B	4151	322	"CAPITAL PUNISHMENT"	1	1	1
156301:46	but i don't, uh, i don't, uh, subscribe to cable be-, because of the poor service and also, uh, because,	to cable	2	because of the poor service and also, uh, because	9	fullnp	fullnp	1572	 "MALE"	 1961	 "NORTHERN"	 2	 "CASH"	16	35	B	4151	322	"CAPITAL PUNISHMENT"	1	1	1
156371:20	uh, and i like *-1 listening to that on, on, uh,	to that	2	on, uh	2	fullnp	fullnp	1524	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	13	26	A	4152	341	"TRIAL BY JURY"	1	1	1
156379:81	instead of *-3 being, as your newspaper or your t v news where you get a five minute blurb or a ten paragraph blurb *t*-2, they go really in depth on topics which i think 0 *t*-1 is good.	really in depth	3	on topics	2			1608	 "FEMALE"	 1948	 "SOUTH MIDLAND"	 3	 "GIFT"	16	31	B	4152	341	"TRIAL BY JURY"	1	1	1
156462:26	but anyway, uh, well, i do take care of pretty much all of the stuff for, for my wife and for me	of pretty much all of the stuff	7	for my wife and for me	6	fullnp	fullnp	1524	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	47	85	A	4152	341	"TRIAL BY JURY"	1	1	1
156851:6	i'm for it in in some cases.	for it	2	in some cases	3	pronoun		1478	 "MALE"	 1945	 "SOUTHERN"	 3	 "CASH"	66	81	B	4154	315	"MIDDLE EAST"	1	1	1
156883:16	and all the civil rights people are up in arms about it, you know.	up in arms	3	about it	2		pronoun	1536	 "MALE"	 1961	 "NORTHERN"	 3	 "CASH"	8	10	B	4155	340	"TAXES"	1	1	1
157050:92	i think 0 i've seen some statistics that *t*-1 say that, uh, it *exp*-2's more expensive *ich*-3 * to kill somebody than * to keep them in prison for life.	in prison	2	for life	2	fullnp	fullnp	1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	77	108	A	4155	340	"TAXES"	1	1	1
157078:10	by * putting him in prison for life, there is still a possibility that he will get out again.	in prison	2	for life	2	fullnp	fullnp	1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	91	123	A	4155	340	"TAXES"	1	1	1
157088:49	but, but the other side to that is, 0 if you put him in prison for life, there's a chance that he might do things in prison, or, you know, and somehow redeem himself.	in prison	2	for life	2	fullnp	fullnp	1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	95	128	A	4155	340	"TAXES"	1	1	1
157503:65	my parents, i guess 0 *t*-1, h-, h-, however, have contributed to that, you know, for the education side of it and everything,	to that	2	for the education side of it	6	fullnp	fullnp	1551	 "MALE"	 1962	 "NORTH MIDLAND"	 3	 "GIFT"	5	18	B	4166	305	"CARE OF THE ELDERLY"	1	1	1
157673:74	and in some cases if it's a long trial, the desire *ich*-1 of people *-2 to get out of there and not be stuck *-2 in there for a very long time, that people are changing their minds for the wrong reasons.	in there	2	for a very long time	5			1604	 "MALE"	 1963	 "NORTHERN"	 2	 "CASH"	2	2	B	4168	308	"MUSIC"	1	2	1
158101:46	so, uh, i, i mumblex i talk to parents about this a lot.	to parents	2	about this	2	fullnp	fullnp	1582	 "MALE"	 1953	 "NORTH MIDLAND"	 3	 "GIFT"	26	58	B	4171	345	"JOB BENEFITS"	3	2	4
158193:16	we used *-1 to live up in seattle for a couple of years.	up in seattle	3	for a couple of years	5			1582	 "MALE"	 1953	 "NORTH MIDLAND"	 3	 "GIFT"	58	117	B	4171	345	"JOB BENEFITS"	3	2	4
158214:12	of the statements made * by people against the, the death penalty, um, i, i like the statement made * by cuomo *t*-1.	by people	2	against the, the death penalty	5	fullnp	fullnp	1552	 "MALE"	 1950	 "WESTERN"	 2	 "GIFT"	8	13	B	4174	324	"CHOOSING A COLLEGE"	2	2	3
158232:241	and i think that the people who *t*-1 are strongly in favor of the death penalty are really working from that gut level. uh, you know, whether it be a biblical force, uh, you know, the eye for an eye, a tooth for a tooth, a life for a knife, life type logic or just, uh, uh, some sort of anger at * putting peop-, putting, uh, murderers up in federal pens for the rest of their life, uh, while we foot the bill.	in federal pens	3	for the rest of their life	6	fullnp	fullnp	1552	 "MALE"	 1950	 "WESTERN"	 2	 "GIFT"	14	25	B	4174	324	"CHOOSING A COLLEGE"	2	2	3
158236:34	i think 0 people are, are working at that from more of a, uh, a gut reaction than a, a reason humane one.	at that	2	from more of a, uh, a gut reaction than a, a reason humane one	14	fullnp	fullnp	1552	 "MALE"	 1950	 "WESTERN"	 2	 "GIFT"	16	27	B	4174	324	"CHOOSING A COLLEGE"	2	2	3
158277:91	i would think 0 you'd make a bigger impact on their life rather than, you know, *-1 telling them that there's, there's protestors out here at the, you know.	out here	2	at the	2			1552	 "MALE"	 1950	 "WESTERN"	 2	 "GIFT"	34	50	B	4174	324	"CHOOSING A COLLEGE"	2	2	3
158309:20	and there's been a lot made * in the local papers of that, fact.	in the local papers	4	of that, fact	3	fullnp	fullnp	1531	 "MALE"	 1967	 "NORTHERN"	 2	 "CASH"	47	68	A	4174	324	"CHOOSING A COLLEGE"	2	2	3
158369:40	i haven't talked to, uh, i haven't talked to a whole lot of black people on it	to a whole lot of black people	7	on it	2	fullnp	pronoun	1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	5	14	A	4175	335	"RECYCLING"	3	4	3
158517:19	and the owner came and just chewed me up one side down the other. you know,	up one side	3	down the other	3			1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	71	99	A	4175	335	"RECYCLING"	3	4	3
158878:24	and i d-, i work as a co-op at, uh, georgia tech research institute.	as a co-op	3	at, uh, georgia tech research institute	6	fullnp	fullnp	1530	 "MALE"	 1968	 "SOUTH MIDLAND"	 2	 "CASH"	14	23	B	4181	340	"TAXES"	5	2	2
158899:28	or are you, did you go directly from high school into, into college?	from high school	3	into college	2	fullnp	fullnp	1530	 "MALE"	 1968	 "SOUTH MIDLAND"	 2	 "CASH"	22	35	B	4181	340	"TAXES"	5	2	2
159252:54	see around, around here it's like, uh, we pretty much work from project to project on, well, you know, with different sponsors.	from project to project	4	with different sponsors	3			1585	 "MALE"	 1969	 "WESTERN"	 2	 "CASH"	71	95	A	4184	351	"PETS"	3	1	2
159274:99	each individual jury really doesn't have any perception of what, um, the going, you know, if you will *?* the going, uh, award should be *t*-1 for a certain type of case, you know, within some kind of range.	for a certain type of case	6	within some kind of range	5	fullnp	fullnp	1585	 "MALE"	 1969	 "WESTERN"	 2	 "CASH"	83	107	A	4184	351	"PETS"	3	1	2
159394:14	and then they are awarding a second amount *ich*-2 as punishment to the company which *t*-1 is a l-, usually a lot less.	as punishment	2	to the company	3	fullnp	fullnp	1608	 "FEMALE"	 1948	 "SOUTH MIDLAND"	 3	 "GIFT"	6	13	B	4311	323	"CHILD CARE"	2	1	3
159477:8	and she was in a nursing home for four or five years before she died.	in a nursing home	4	for four or five years	5	fullnp	fullnp	1585	 "MALE"	 1969	 "WESTERN"	 2	 "CASH"	1	1	A	4312	308	"MUSIC"	2	1	3
159490:106	and, you know, it *exp*-1 was very difficult for either them or my grandfather to take care of her since she was, uh, you know, could not do very much for herself after the stroke.	for herself	2	after the stroke	3	pronoun		1572	 "MALE"	 1961	 "NORTHERN"	 2	 "CASH"	6	9	B	4312	308	"MUSIC"	2	1	3
159559:55	you need *-1 to have twenty-four hour care uh, answering all the needs cause they can't do much for themselves at certain points.	for themselves	2	at certain points	3	pronoun		1585	 "MALE"	 1969	 "WESTERN"	 2	 "CASH"	41	45	A	4312	308	"MUSIC"	2	1	3
159608:39	uh, you know, * to move into that facility we moved him from florida up to maryland	from florida	2	up to maryland	3	fullnp	fullnp	1572	 "MALE"	 1961	 "NORTHERN"	 2	 "CASH"	64	74	B	4312	308	"MUSIC"	2	1	3
159784:53	so, you, you were out of s-, you went to school for awhile and quit. then went back.	to school	2	for awhile	2	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	59	100	A	4314	326	"BOATING AND SAILING"	2	2	3
160040:49	and, uh i had, wound up *-2 having *-3 to pay for, you know, a bunch of doctor visits and stuff out of my pocket because of, you know, no, no insurance policy happened *-1 to cover it, which *t*-4 is,	for, you know, a bunch of doctor visits and stuff	10	out of my pocket	4	fullnp	fullnp	1592	 "MALE"	 1967	 "SOUTHERN"	 3	 "CASH"	25	41	A	4316	312	"CRIME"	2	3	2
160149:6	she's actually at bible college for this current year.	at bible college	3	for this current year	4	fullnp	fullnp	1546	 "MALE"	 1952	 "WESTERN"	 2	 "CASH"	68	106	B	4316	312	"CRIME"	2	3	2
160251:20	i suppose 0 if you're actually at georgia tech as a student, you're a ways away from that.	at georgia tech	3	as a student	3	fullnp	fullnp	1530	 "MALE"	 1968	 "SOUTH MIDLAND"	 2	 "CASH"	26	48	B	4318	320	"BUYING A CAR"	2	1	3
161076:14	and he's been transferred *-1 to germany for a while	to germany	2	for a while	3	fullnp	fullnp	1632	 "FEMALE"	 1962	 "WESTERN"	 2	 "CASH"	61	102	A	4325	323	"CHILD CARE"	1	3	2
161295:21	i mean, these people had left this infant in the same room with this loose ferret.	in the same room	4	with this loose ferret	4	fullnp	fullnp	1626	 "FEMALE"	 1953	 "SOUTH MIDLAND"	 2	 "CASH"	1	2	A	4329	335	"RECYCLING"	2	2	3
161314:47	well, the the people that *t*-1 owned him should have been on the lookout for that.	on the lookout	3	for that	2	fullnp	fullnp	1287	 "MALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	8	15	B	4329	335	"RECYCLING"	2	2	3
161414:21	but then they have *-1 to work from age thirty or, or forty to age seventy or eighty or ninety.	from age thirty or, or forty	6	to age seventy or eighty or ninety	7	fullnp	fullnp	1626	 "FEMALE"	 1953	 "SOUTH MIDLAND"	 2	 "CASH"	45	77	A	4329	335	"RECYCLING"	2	2	3
161422:51	well, you know, the, uh, uh, the world is changing f-, uh, from instit-, from, uh, industrial, uh, base to, uh, information base	from, uh, industrial, uh, base	5	to, uh, information base	4	fullnp	fullnp	1626	 "FEMALE"	 1953	 "SOUTH MIDLAND"	 2	 "CASH"	49	82	A	4329	335	"RECYCLING"	2	2	3
161435:23	so i think 0 a person could work, uh, into the seventies, eighties, even nineties for that matter,	into the seventies, eighties, even nineties	6	for that matter	3	fullnp	fullnp	1287	 "MALE"	 1955	 "SOUTH MIDLAND"	 2	 "CASH"	56	89	B	4329	335	"RECYCLING"	2	2	3
161616:6	i was kind of into it for a while there.	into it	2	for a while	3	pronoun		1597	 "MALE"	 1962	 "WESTERN"	 3	 "CASH"	30	75	B	4330	354	"DRUG TESTING"	2	2	3
161788:47	i used *-1 to, uh, kind of be that way myself when i lived in, uh, north western florida in the panhandle *t*-2,	in, uh, north western florida	5	in the panhandle	3	fullnp	fullnp	1551	 "MALE"	 1962	 "NORTH MIDLAND"	 3	 "GIFT"	3	8	A	4334	308	"MUSIC"	2	1	2
161919:12	how do you like it down there in texas *t*-1?	down there	2	in texas	2			1551	 "MALE"	 1962	 "NORTH MIDLAND"	 3	 "GIFT"	51	91	A	4334	308	"MUSIC"	2	1	2
162102:122	i mean, i can't help but wonder if, if i grew up without a father, on the streets, and with like little or no money, wouldn't wouldn't i be in prison at this point?	in prison	2	at this point	3	fullnp	fullnp	1661	 "MALE"	 1956	 "SOUTH MIDLAND"	 2	 "CASH"	26	54	B	4336	312	"CRIME"	3	3	3
162423:9	i've been with them for seven years.	with them	2	for seven years	3	pronoun		1604	 "MALE"	 1963	 "NORTHERN"	 2	 "CASH"	40	77	B	4340	312	"CRIME"	3	3	2
162494:18	well, i, uh, work in washington at the naval research laboratory.	in washington	2	at the naval research laboratory	5	fullnp	fullnp	1604	 "MALE"	 1963	 "NORTHERN"	 2	 "CASH"	72	119	B	4340	312	"CRIME"	3	3	2
162517:60	uh, the law firms in this town are not, you know, for a long time were just rolling in the dough in the early eighties	in the dough	3	in the early eighties	4	fullnp	fullnp	1610	 "MALE"	 1943	 "NORTHERN"	 2	 "CASH"	1	9	A	4341	322	"CAPITAL PUNISHMENT"	2	2	2
162564:28	because i have a cousin whose husband *t*-1 works for hewlett packard up in the massachusetts area.	for hewlett packard	3	up in the massachusetts area	5	fullnp	fullnp	1610	 "MALE"	 1943	 "NORTHERN"	 2	 "CASH"	25	33	A	4341	322	"CAPITAL PUNISHMENT"	2	2	2
162958:21	and she's able *-1 to take her baby to work with her.	to work	2	with her	2	fullnp	pronoun	1602	 "FEMALE"	 1963	 "SOUTH MIDLAND"	 1	 "CASH"	1	1	A	4346	353	"PUBLIC EDUCATION"	3	2	2
163121:14	uh, actually i lived over in europe for a couple of years,	over in europe	3	for a couple of years	5			1540	 "MALE"	 1963	 "NORTHERN"	 2	 "CASH"	56	108	B	4346	353	"PUBLIC EDUCATION"	3	2	2
163525:9	they do test for drugs in that capacity,	for drugs	2	in that capacity	3	fullnp	fullnp	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	1	1	B	4353	357	"FAMILY FINANCE"	2	2	1
163598:41	they're, they should be able *-1 to make it as a continue of employment in some sense	as a continue of employment	5	in some sense	3	fullnp	fullnp	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	27	48	B	4353	357	"FAMILY FINANCE"	2	2	1
163624:6	you go in there with the doctor,	in there	2	with the doctor	3			1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	35	65	B	4353	357	"FAMILY FINANCE"	2	2	1
163719:15	and, uh, i lived in massachusetts for a while	in massachusetts	2	for a while	3	fullnp	fullnp	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	69	127	B	4353	357	"FAMILY FINANCE"	2	2	1
163734:6	they were in very good financials at first	in very good financials	4	at first	2	fullnp	fullnp	1638	 "MALE"	 1956	 "WESTERN"	 2	 "CASH"	76	134	A	4353	357	"FAMILY FINANCE"	2	2	1
163754:17	i know what *t*-1's hot down here with me,	down here	2	with me	2		pronoun	1291	 "FEMALE"	 1945	 "NYC"	 3	 "CASH"	85	146	B	4353	357	"FAMILY FINANCE"	2	2	1
164041:9	and they backed up into it with a truck and put it on the back and drove away with it.	into it	2	with a truck	3	pronoun		1643	 "MALE"	 1955	 "NEW ENGLAND"	 2	 "CASH"	5	12	A	4358	335	"RECYCLING"	3	1	1
164114:60	and the first thing 0 they said *t*-3 is, uh, you must don't have *-1 to be to work at eight, you know,	to work	2	at eight	2			1633	 "MALE"	 1963	 "SOUTHERN"	 3	 "GIFT"	22	69	B	4358	335	"RECYCLING"	3	1	1
164362:21	they, they have that down here in florida still.	down here	2	in florida	2			1625	 "MALE"	 1969	 "NORTH MIDLAND"	 2	 "CASH"	28	63	B	4362	353	"PUBLIC EDUCATION"	2	1	1
164550:24	i just don't think that it acts much as a deterrent to these people because, uh, you still see them committing the same crimes,	as a deterrent	3	to these people	3	fullnp	fullnp	1496	 "MALE"	 1970	 "SOUTH MIDLAND"	 2	 "CASH"	58	96	B	4363	307	"FOOTBALL"	3	1	1
164719:22	we read, i read it pretty much from cover to cover.	from cover	2	to cover	2	fullnp	fullnp	1496	 "MALE"	 1970	 "SOUTH MIDLAND"	 2	 "CASH"	116	210	B	4363	307	"FOOTBALL"	3	1	1
164884:60	i think 0 a lot of it is just, uh, the fact that in the u s you're so far removed *ich*-1, uh, in a lot of cases from, say, conflicts	in a lot of cases	5	from, say, conflicts	3	fullnp	fullnp	1572	 "MALE"	 1961	 "NORTHERN"	 2	 "CASH"	48	91	B	4364	336	"RIGHT TO PRIVACY"	1	1	1
165042:9	you can go to north tyler to the schools	to north tyler	3	to the schools	3	fullnp	fullnp	1570	 "MALE"	 1961	 "WESTERN"	 2	 "CASH"	26	31	B	4370	341	"TRIAL BY JURY"	3	2	3
165066:52	i mean, i mean, i'm, i'm up there at my kids' school,	up there	2	at my kids' school	5			1199	 "MALE"	 1941	 "SOUTHERN"	 3	 "CASH"	35	45	A	4370	341	"TRIAL BY JURY"	3	2	3
165149:14	and it was probably made *-1 in china by slaves.	in china	2	by slaves	2	fullnp	fullnp	1634	 "MALE"	 1971	 "NORTH MIDLAND"	 1	 "GIFT"	4	17	A	4372	340	"TAXES"	2	1	1
165174:9	i was reading something in, uh, consumer reports *ich*-1 tonight about that as a matter of fact.	about that	2	as a matter of fact	5	fullnp	fullnp	1634	 "MALE"	 1971	 "NORTH MIDLAND"	 1	 "GIFT"	12	34	A	4372	340	"TAXES"	2	1	1
165305:43	but, uh uh, i really don't, don't do much with it at home	with it	2	at home	2	pronoun		1199	 "MALE"	 1941	 "SOUTHERN"	 3	 "CASH"	35	52	A	4376	322	"CAPITAL PUNISHMENT"	3	1	1
165419:8	so i drove on those brake pads for, uh, you know, forty-five thousand miles	on those brake pads	4	for, uh, you know, forty-five thousand miles	7	fullnp	fullnp	1580	 "FEMALE"	 1972	 "SOUTHERN"	 2	 "CASH"	31	42	B	4378	332	"HOME REPAIRS"	1	1	1
165607:36	and we, you know, we've experimented with, with, uh, budgets, you know from time to time, uh,	with, uh, budgets	3	from time to time	4	fullnp	fullnp	1501	 "FEMALE"	 1962	 "WESTERN"	 1	 "CASH"	8	12	B	4379	357	"FAMILY FINANCE"	1	1	1
165652:8	but he was with another company before that,	with another company	3	before that	2	fullnp	fullnp	1501	 "FEMALE"	 1962	 "WESTERN"	 1	 "CASH"	28	40	B	4379	357	"FAMILY FINANCE"	1	1	1
166011:23	well that's more than we have *?* up here in massachusetts.	up here	2	in massachusetts	2			1569	 "MALE"	 1962	 "NORTHERN"	 3	 "CASH"	2	4	A	4382	302	"AIR POLLUTION"	2	1	1
166084:18	the local schools, you could send your phone book to your, uh, to, with your kid to school	with your kid	3	to school	2	fullnp	fullnp	1569	 "MALE"	 1962	 "NORTHERN"	 3	 "CASH"	26	52	A	4382	302	"AIR POLLUTION"	2	1	1
166311:32	they *ich*-1're all three social issues and could be addressed *-2 by the government in any ways. and clearly, to me, is a kind of government thing 0 * to, to fix *t*-3	by the government	3	in any ways	3	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	67	102	B	4483	335	"RECYCLING"	1	1	1
166458:6	it's too much running for me in, in college football.	for me	2	in college football	3	pronoun		1199	 "MALE"	 1941	 "SOUTHERN"	 3	 "CASH"	21	34	A	4519	357	"FAMILY FINANCE"	2	1	1
166731:91	well, uh, one of the things that, uh, that i found *t*-1 to be, uh, an invasion is when i pay for something with a credit card *t*-2 and they ask me *-3 to put my telephone number on the, on the, uh, credit card bill *t*-2.	for something	2	with a credit card	4	fullnp	fullnp	1360	 "MALE"	 1963	 "WESTERN"	 2	 "CASH"	6	9	B	4565	358	"FAMILY LIFE"	1	1	1
166934:29	they generally were able *-1 to have someone care for them at home	for them	2	at home	2	pronoun		1537	 "MALE"	 1971	 "SOUTHERN"	 3	 "CASH"	13	24	A	4572	336	"RIGHT TO PRIVACY"	3	1	1
166949:73	and a level four type of care would be someone that *t*-1 really requires long-term hospital care. generally are not able *-2 to look after this-, themselves to very, to a very great extent, physically.	after this-, themselves	3	to a very great extent	5	pronoun		1199	 "MALE"	 1941	 "SOUTHERN"	 3	 "CASH"	18	34	B	4572	336	"RIGHT TO PRIVACY"	3	1	1
167140:41	uh, it's because i, i can't find the item that i want *t*-1 at a competitive price anywhere in my local area.	at a competitive price	4	anywhere in my local area	5	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	2	4	B	4608	312	"CRIME"	3	1	1
167141:8	so i go outside the area for that.	outside the area	3	for that	2	fullnp	fullnp	1533	 "MALE"	 1965	 "NORTH MIDLAND"	 3	 "CASH"	2	4	B	4608	312	"CRIME"	3	1	1
167149:182	w-, w-, fr-, from what i understand *t*-3 from v-, v-, various net readings, i-, i-, it, the federal government is going *-1 to try *-2 to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years.	into place	2	in the next few years	5	fullnp	fullnp	1660	 "FEMALE"	 1959	 "WESTERN"	 1	 "CASH"	5	9	A	4608	312	"CRIME"	3	1	1
